id,0,Docs
3d7a24d9830055fd8aeaec2fcc8ef5b248d8b0d6f780b57605181e4bcdafb9f8,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas ,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas 
ae7aa54603064698a34a870f9e06364ae63466b55e914d44a6577007dacfedab,empresario individual outros servicos administrativos servico servicos escritorio apoio administrativo outros servicos prestados principalmente empresas atividades administrativas servicos complementares centro norte piauiense,empresario individual outros servicos administrativos servico servicos escritorio apoio administrativo outros servicos prestados principalmente empresas atividades administrativas servicos complementares centro norte piauiense
1e954ad5e6a5b7af8582da953709cd702a2f5e5d674361fa15d9f3649c216f2c,empresario individual outros servicos alojamento alimentacao servico alojamento alojamento alimentacao centro amazonense,empresario individual outros servicos alojamento alimentacao servico alojamento alojamento alimentacao centro amazonense
b0ab88c6ae5e0846f0b8bd63b8472e9ecb73edf9188ff14043e506548bef0233,empresario individual outros industria construcao construcao civil servicos especializados construcao construcao leste potiguar,empresario individual outros industria construcao construcao civil servicos especializados construcao construcao leste potiguar
8d3c6909ab111449f2db1937961f55046f21a86147c0f384271b6c14dbcd33d1,associacao privada entidades fins lucrativos servicos diversos servico atividades organizacoes associativas outras atividades servicos ,associacao privada entidades fins lucrativos servicos diversos servico atividades organizacoes associativas outras atividades servicos 
c30c81b4e8526ce3cfe4dda880795e1c4353d39058ddad0af9ddcdd3582e3f91,associacao privada entidades fins lucrativos servicos diversos servico atividades organizacoes associativas outras atividades servicos centro norte piauiense,associacao privada entidades fins lucrativos servicos diversos servico atividades organizacoes associativas outras atividades servicos centro norte piauiense
82aa41448d40afef92908fdfaa7070b2eedb2ffacb10163170c27ab039c59e3b,empresario individual outros industria construcao construcao civil servicos especializados construcao construcao ,empresario individual outros industria construcao construcao civil servicos especializados construcao construcao 
9907170763d88708043f32bc265fbf544d69f96605292080c67c35527cf90a80,empresario individual outros bens consumo servico manutencao reparacao instalacao maquinas equipamentos industrias transformacao norte maranhense,empresario individual outros bens consumo servico manutencao reparacao instalacao maquinas equipamentos industrias transformacao norte maranhense
3d280e33e53e6fa5d63791f1eaf0207f2c079d1d7131759a3c7670c8e9df7c05,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro norte piauiense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro norte piauiense
b047290aec7450aa81dda8aff9cb2e0bf4f01d15a43088741c6c7a8cd9b79dfb,empresario individual outros industria digital servico atividades prestacao servicos informacao informacao comunicacao ,empresario individual outros industria digital servico atividades prestacao servicos informacao informacao comunicacao 
459303e2f53eafe5c018c516d21f1cad65ab8a82c7214e0d7403e3cf38e6aa34,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro amazonense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro amazonense
4e663ebb51860ea4882099302347f35f3f255e184c3849247244a8f1d7bd7c16,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas norte piauiense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas norte piauiense
efdae0635be4d9b35bfa6292615edc7c103a22317e788ae3fce1c9602f15bdc0,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas sudoeste piauiense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas sudoeste piauiense
91e260a5a74fc61f90280da08eb356e4d74f913eac77805bb6a20c8eeede0465,empresario individual outros servicos diversos servico outras atividades servicos pessoais outras atividades servicos leste potiguar,empresario individual outros servicos diversos servico outras atividades servicos pessoais outras atividades servicos leste potiguar
e1df78e89a20f97ff7eace62578dc337c047ea604fc5f1aecf8c2293d2dbef0f,sociedade empresaria limitada entidades empresariais servicos administrativos servico servicos escritorio apoio administrativo outros servicos prestados principalmente empresas atividades administrativas servicos complementares leste potiguar,sociedade empresaria limitada entidades empresariais servicos administrativos servico servicos escritorio apoio administrativo outros servicos prestados principalmente empresas atividades administrativas servicos complementares leste potiguar
7da38db626e52ddea4e9a559fb7980567e2496ffcf8f1297e2290c2dfe8d1bcb,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas agreste potiguar,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas agreste potiguar
0032e3e6a776cbf4d36efa963b4eda224ddba8af284117273bbd7a2a9d374f96,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro maranhense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro maranhense
82d50cb9a323eb65714a527b594857abbabf5921279409f5a5bf158f21e32f6e,empresario individual outros servicos diversos servico outras atividades servicos pessoais outras atividades servicos ,empresario individual outros servicos diversos servico outras atividades servicos pessoais outras atividades servicos 
ba411f39a37e192eeec2c4d8a801702adcc5fa0f4f83af4232bc497ab6a86690,associacao privada entidades fins lucrativos servicos diversos servico atividades organizacoes associativas outras atividades servicos oeste maranhense,associacao privada entidades fins lucrativos servicos diversos servico atividades organizacoes associativas outras atividades servicos oeste maranhense
5124a4ed965efeccdf43cd402f05d127f5e87fcc2d88f70186ca1e4216644323,empresario individual outros texteis industria fabricacao produtos texteis industrias transformacao vale acre,empresario individual outros texteis industria fabricacao produtos texteis industrias transformacao vale acre
228515b8d07a692abba2efd8883dc8eed526a3bd719b4a0570a766a9d249d037,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro norte piauiense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro norte piauiense
442b98ae27630925b26e1dd590c8ee0c75d2bab0e2ab26873ff54a4c54d491e9,empresario individual outros servicos diversos servico outras atividades servicos pessoais outras atividades servicos norte maranhense,empresario individual outros servicos diversos servico outras atividades servicos pessoais outras atividades servicos norte maranhense
e93a20892b53018debe7454c6a1525b3c387a4d8338b50468ffce3dc77bd3683,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas leste potiguar,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas leste potiguar
a63883e2025bc020855fcacec951b9a930e07830b5963ecc00fee65c0e00fa77,sociedade empresaria limitada entidades empresariais comercio atacado comercio comercio atacado exceto veiculos automotores motocicletas comercio reparacao veiculos automotores motocicletas centro norte piauiense,sociedade empresaria limitada entidades empresariais comercio atacado comercio comercio atacado exceto veiculos automotores motocicletas comercio reparacao veiculos automotores motocicletas centro norte piauiense
f850cc519bed97d819b7a001e0d6204585d005c1b7985b7caa90c01dceadf941,sociedade empresaria limitada entidades empresariais servicos profissionais tecnicos cientificos servico servicos arquitetura engenharia testes analises tecnicas atividades profissionais cientificas tecnicas centro norte piauiense,sociedade empresaria limitada entidades empresariais servicos profissionais tecnicos cientificos servico servicos arquitetura engenharia testes analises tecnicas atividades profissionais cientificas tecnicas centro norte piauiense
5ad344c46e2ed4691bbb223eb689d2786a93c48fbdac894693d6be903de5fe9a,empresario individual outros telecom servico telecomunicacoes informacao comunicacao norte maranhense,empresario individual outros telecom servico telecomunicacoes informacao comunicacao norte maranhense
6dd693320581606b2d789580ed2a682e94de839033f8de88e83fc6910080ed39,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro amazonense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro amazonense
199cced590dc68c90e2a725a51afacf34b5ab88c7778937455f29caa5fb5d700,sociedade empresaria limitada entidades empresariais servicos saude servico atividades atencao saude humana saude humana servicos sociais centro amazonense,sociedade empresaria limitada entidades empresariais servicos saude servico atividades atencao saude humana saude humana servicos sociais centro amazonense
474c4d2ec42aaa7feaacb73a0eec10516c9fae98919c84fcae6aa2210e93be80,sociedade empresaria limitada entidades empresariais comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro amazonense,sociedade empresaria limitada entidades empresariais comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro amazonense
cff0106ea1379aa003b3b03774ce1c93444871577260d1fbc63083b06c8b1ecf,associacao privada entidades fins lucrativos servicos diversos servico atividades organizacoes associativas outras atividades servicos central potiguar,associacao privada entidades fins lucrativos servicos diversos servico atividades organizacoes associativas outras atividades servicos central potiguar
6f43b733549cbf72101f77ca639a9d656bb282da8fb6393f791dae1c5d4460ae,empresario individual outros comercio reparacao veiculos comercio comercio reparacao veiculos automotores motocicletas comercio reparacao veiculos automotores motocicletas leste potiguar,empresario individual outros comercio reparacao veiculos comercio comercio reparacao veiculos automotores motocicletas comercio reparacao veiculos automotores motocicletas leste potiguar
4a274bdf9d82bba025e1bf5c977345a3e641fd9ea93fbc8a172937ad4dd09f02,empresario individual outros cultura esporte recreacao servico atividades esportivas recreacao lazer artes cultura esporte recreacao sudoeste piauiense,empresario individual outros cultura esporte recreacao servico atividades esportivas recreacao lazer artes cultura esporte recreacao sudoeste piauiense
ff1790ab5fd3bd111f72c990a8d54383dafc5c44f77b793c73e3e9d5fcc214b3,empresario individual outros comercio reparacao veiculos comercio comercio reparacao veiculos automotores motocicletas comercio reparacao veiculos automotores motocicletas sudoeste piauiense,empresario individual outros comercio reparacao veiculos comercio comercio reparacao veiculos automotores motocicletas comercio reparacao veiculos automotores motocicletas sudoeste piauiense
f08c6cf195847df05af6c05f3d01ad37cdf5da7961b479cc9228991003b03f26,empresario individual outros comercio reparacao veiculos comercio comercio reparacao veiculos automotores motocicletas comercio reparacao veiculos automotores motocicletas norte maranhense,empresario individual outros comercio reparacao veiculos comercio comercio reparacao veiculos automotores motocicletas comercio reparacao veiculos automotores motocicletas norte maranhense
ab2218ae31a140f03a1e2eca9ef35c3ee8a4d0f420981f80e2d9a13321042a5a,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas leste maranhense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas leste maranhense
c95a5e0e4374b910bb33e37394e8994f8e7fd659b9ae2c3cdd36ae9f73be840e,empresario individual outros servicos administrativos servico servicos edificios atividades paisagisticas atividades administrativas servicos complementares centro amazonense,empresario individual outros servicos administrativos servico servicos edificios atividades paisagisticas atividades administrativas servicos complementares centro amazonense
3dcd0f6000afc0b8c57f0fa8f4efc27beacb34fb5af3d9cf5d026dc37eeb0729,empresario individual outros servicos administrativos servico alugueis nao imobiliarios gestao ativos intangiveis nao ficeiros atividades administrativas servicos complementares norte maranhense,empresario individual outros servicos administrativos servico alugueis nao imobiliarios gestao ativos intangiveis nao ficeiros atividades administrativas servicos complementares norte maranhense
9e27baa07c08a20fac2f410353841d064911b72780bf9833a3289669f8d440f7,entidade sindical entidades fins lucrativos servicos diversos servico atividades organizacoes associativas outras atividades servicos centro maranhense,entidade sindical entidades fins lucrativos servicos diversos servico atividades organizacoes associativas outras atividades servicos centro maranhense
168068007b724a74e9ec78e355fc83ff4defb3e2c697dcbf369f13c0ec7b760e,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas ,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas 
e10ebe6ff97e90ed0e2271f4d423d2f5b20e97b5761185ccfbf967e14726adb4,empresario individual outros servicos alojamento alimentacao servico alimentacao alojamento alimentacao centro maranhense,empresario individual outros servicos alojamento alimentacao servico alimentacao alojamento alimentacao centro maranhense
7ac54d4933ef64bf3ad8b94f673180abd1b651e11139ae0172cc2ddc5caf5195,empresario individual outros transporte armazenagem correio servico armazenamento atividades auxiliares transportes transporte armazenagem correio sudoeste piauiense,empresario individual outros transporte armazenagem correio servico armazenamento atividades auxiliares transportes transporte armazenagem correio sudoeste piauiense
1c2a831c64626e9b3b16b737d671a1958a6df0d45b65aaf1d724f9238135e8aa,empresario individual outros telecom servico edicao edicao integrada impressao informacao comunicacao norte maranhense,empresario individual outros telecom servico edicao edicao integrada impressao informacao comunicacao norte maranhense
75706ae77f5df47279712a841f62e5b501f6c04dbed76ec68bf748022fb692de,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas leste maranhense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas leste maranhense
3bd8bd7e4b243f36a0d60ff8ed7a4b623a8a7f8582df236718fb7a8feab1f14d,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas ,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas 
010ed7bb15df7e28b01575495c7c433eef4e3d6d16ddea842fc54ca849cf83b9,sociedade empresaria limitada entidades empresariais comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas oeste maranhense,sociedade empresaria limitada entidades empresariais comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas oeste maranhense
6acac5f43577b3799265c3b3e1428d509caa7ce01ac2f2377e8b6ce730f87ebb,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas leste potiguar,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas leste potiguar
d2f2f2723c386baa708e713dfb5d9dee9b5a31912002dee8a7cde309ac80ec55,empresario individual outros comercio reparacao veiculos comercio comercio reparacao veiculos automotores motocicletas comercio reparacao veiculos automotores motocicletas centro norte piauiense,empresario individual outros comercio reparacao veiculos comercio comercio reparacao veiculos automotores motocicletas comercio reparacao veiculos automotores motocicletas centro norte piauiense
712f238c85a6bccd00f2c88fa79f9ee41e3733a45a34d619aa952be5927d81f3,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas leste maranhense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas leste maranhense
7cef5ab577f4586a84645e84f40be0be3a8fe68dfdfcbaa48332d0f39f08870d,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro norte piauiense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro norte piauiense
afb6956ec15b615abf2f38997d9956ee9298a8d06d322f7ed604c81109a1a85d,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas leste potiguar,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas leste potiguar
2f195e0347fdf57e7ac64332026657f405c6683dd0d22f510d7847602f98ce07,empresario individual outros servicos diversos servico reparacao manutencao equipamentos informatica comunicacao objetos pessoais domesticos outras atividades servicos centro norte piauiense,empresario individual outros servicos diversos servico reparacao manutencao equipamentos informatica comunicacao objetos pessoais domesticos outras atividades servicos centro norte piauiense
b22d8c50a704688a5acae9b8c5d734480902c01871b67002ad004c4c87be81fb,associacao privada entidades fins lucrativos servicos diversos servico atividades organizacoes associativas outras atividades servicos leste maranhense,associacao privada entidades fins lucrativos servicos diversos servico atividades organizacoes associativas outras atividades servicos leste maranhense
37870e8dde9cc4bd82d6c1388062651cc517f446a3f8b38b85a5438d5b722c0f,empresario individual outros comercio reparacao veiculos comercio comercio reparacao veiculos automotores motocicletas comercio reparacao veiculos automotores motocicletas leste maranhense,empresario individual outros comercio reparacao veiculos comercio comercio reparacao veiculos automotores motocicletas comercio reparacao veiculos automotores motocicletas leste maranhense
79148f20ded1bfe0585a352d815fb3b15bbbf6ab25fb4e805351f11baba34bbf,sociedade empresaria limitada entidades empresariais servicos alojamento alimentacao servico alimentacao alojamento alimentacao leste potiguar,sociedade empresaria limitada entidades empresariais servicos alojamento alimentacao servico alimentacao alojamento alimentacao leste potiguar
764bb8648b96fd6459fa2f2237c22f3d6b8c129a814e33ddc2f80cfb4fb5919e,consorcio sociedades entidades empresariais industria construcao construcao civil servicos especializados construcao construcao centro norte piauiense,consorcio sociedades entidades empresariais industria construcao construcao civil servicos especializados construcao construcao centro norte piauiense
3f040598dcf03e58c5a16e6545043ea7b756133a5bba62fb60d87de038d2974f,sociedade empresaria limitada entidades empresariais cultura esporte recreacao servico atividades artisticas criativas espetaculos artes cultura esporte recreacao centro norte piauiense,sociedade empresaria limitada entidades empresariais cultura esporte recreacao servico atividades artisticas criativas espetaculos artes cultura esporte recreacao centro norte piauiense
560ac42c4eeb56e7bf944995d910870b72b9309ba8fae72f0c1bbb7e79ade649,empresario individual outros transporte armazenagem correio servico correio outras atividades entrega transporte armazenagem correio leste potiguar,empresario individual outros transporte armazenagem correio servico correio outras atividades entrega transporte armazenagem correio leste potiguar
dbbfb755a9dcdfff9a464f46df3b01f76b7f31aa254d494da07ae7c160f2f7d5,empresario individual outros cultura esporte recreacao servico atividades esportivas recreacao lazer artes cultura esporte recreacao norte maranhense,empresario individual outros cultura esporte recreacao servico atividades esportivas recreacao lazer artes cultura esporte recreacao norte maranhense
bbd655370cd5f665dd542c17a9ae2c8c812dc53b1b3047d09b19cd228f3a9b6e,sociedade empresaria limitada entidades empresariais bens consumo industria preparacao couros fabricacao artefatos couro artigos viagem calcados industrias transformacao central potiguar,sociedade empresaria limitada entidades empresariais bens consumo industria preparacao couros fabricacao artefatos couro artigos viagem calcados industrias transformacao central potiguar
6472db6a1ec07204ced08710f7dc20114311c08570f64e97fd6e9642a7f3eb39,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas oeste potiguar,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas oeste potiguar
31a1c0fc8a575d97e8ed10d700b8e43ee3a53ee07a20dd5f3b70bed0dd0401e9,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro amazonense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro amazonense
935f2152d7937ab67f1a4de00ba3aadcb4c1143260ce0a4e1b86c714f3766351,empresario individual outros bens consumo industria fabricacao produtos alimenticios industrias transformacao norte maranhense,empresario individual outros bens consumo industria fabricacao produtos alimenticios industrias transformacao norte maranhense
58afa7d2134cfc145eaa833db191e51aefb3dda0b90bca45d9c772aea0e16ead,sociedade empresaria limitada entidades empresariais servicos profissionais tecnicos cientificos servico outras atividades profissionais cientificas tecnicas atividades profissionais cientificas tecnicas norte maranhense,sociedade empresaria limitada entidades empresariais servicos profissionais tecnicos cientificos servico outras atividades profissionais cientificas tecnicas atividades profissionais cientificas tecnicas norte maranhense
2132f438b3ff990714fc945c3060ffbed85a819e054c140428c6a9d756d416ed,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas norte piauiense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas norte piauiense
9215568a2d0fb102f7bb508208d66149a072e8a5811d3636131bab6fe3e34376,empresario individual outros servicos alojamento alimentacao servico alimentacao alojamento alimentacao leste potiguar,empresario individual outros servicos alojamento alimentacao servico alimentacao alojamento alimentacao leste potiguar
9f90a8f1f6c25a063efb2d3504a64ec1cb34c7375a28474917d2780797835367,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas oeste maranhense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas oeste maranhense
a94238f6d51b83867782ab83a9d736c4d68c66d77110c2b6aea5ceb34bd67293,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro amazonense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro amazonense
16cefb860f21c5cc61099fa6a8529809cc214dd78c8f6e774c8d4a3ffd584b45,sociedade empresaria limitada entidades empresariais servicos profissionais tecnicos cientificos servico atividades juridicas contabilidade auditoria atividades profissionais cientificas tecnicas centro amazonense,sociedade empresaria limitada entidades empresariais servicos profissionais tecnicos cientificos servico atividades juridicas contabilidade auditoria atividades profissionais cientificas tecnicas centro amazonense
8a584390e7b2fba5ef33a51b2f8fd63bd202194db3e5eeecba6bd5beaac9c698,sociedade economia mista entidades empresariais servicos ficeiros servico atividades servicos ficeiros atividades ficeiras seguros servicos relacionados vale acre,sociedade economia mista entidades empresariais servicos ficeiros servico atividades servicos ficeiros atividades ficeiras seguros servicos relacionados vale acre
106298f411f977064ef1b7e1aab64ea9aba7e7f7ec4e3956ef1b5348ae9d2ff9,empresario individual outros servicos educacao servico educacao educacao oeste maranhense,empresario individual outros servicos educacao servico educacao educacao oeste maranhense
140241eb6bdccbf0ba69739cdb9ca1e0bf4e795125aee257dc8eac2308b38779,cooperativa entidades empresariais produtos agropecuaria agropecuaria pesca aquicultura agricultura pecuaria producao florestal pesca aquicultura vale acre,cooperativa entidades empresariais produtos agropecuaria agropecuaria pesca aquicultura agricultura pecuaria producao florestal pesca aquicultura vale acre
2490cfdca9392fab4278ac4708cac6f32426a2b47b4389500cf065c9e3f10c29,condominio edilicio entidades fins lucrativos servicos administrativos servico servicos edificios atividades paisagisticas atividades administrativas servicos complementares oeste maranhense,condominio edilicio entidades fins lucrativos servicos administrativos servico servicos edificios atividades paisagisticas atividades administrativas servicos complementares oeste maranhense
d702b72f1757013c5898695759f9206383dfcc51a600e74f8aeec819775e8880,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro norte piauiense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro norte piauiense
97ab7f045e1ce4daa8e7a4f39b004eda7304bd7d663ac8acf0d80e9c4eae6f15,empresario individual outros comercio reparacao veiculos comercio comercio reparacao veiculos automotores motocicletas comercio reparacao veiculos automotores motocicletas norte maranhense,empresario individual outros comercio reparacao veiculos comercio comercio reparacao veiculos automotores motocicletas comercio reparacao veiculos automotores motocicletas norte maranhense
f2121195844a29cebd481b010539992da720b58616e43ba293930adc32f3feaf,sociedade empresaria limitada entidades empresariais bens consumo industria fabricacao produtos madeira industrias transformacao ,sociedade empresaria limitada entidades empresariais bens consumo industria fabricacao produtos madeira industrias transformacao 
f7ea7c6eeeec5ddcdbdcc887bbd0c1431702f4147ec0c3f9d20d1fae42fc5d48,empresario individual outros bens consumo industria fabricacao produtos alimenticios industrias transformacao ,empresario individual outros bens consumo industria fabricacao produtos alimenticios industrias transformacao 
c5e70d47fe82cf519287e51c21d9557f821c74dde25eb2b949f8e902e0894ca8,orgao publico poder executivo federal administracao publica administracao publica defesa seguridade social servico administracao publica defesa seguridade social administracao publica defesa seguridade social vale acre,orgao publico poder executivo federal administracao publica administracao publica defesa seguridade social servico administracao publica defesa seguridade social administracao publica defesa seguridade social vale acre
fd459a49bb525278f3f855741a76ca341694dfab932e97bb4a94d8e77c589225,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas norte maranhense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas norte maranhense
a848744bb87ee3b564c7f7793761cf6269b3ad7d533efe39533e60675d4d9d34,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas oeste maranhense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas oeste maranhense
27831d357cb39b17032d900cb7ebfb8553db76cc7c0a7320ecc297a01fc65b87,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas sudeste piauiense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas sudeste piauiense
d223ed8015673132dacbb97a55a38e5b99f7f15c3bc33e6e7fe6c3225a86dc8d,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas sudoeste piauiense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas sudoeste piauiense
718a517aaeede37f138676d27fcbbfffd964b1a56a7e96ba446d3648731ca7cc,associacao privada entidades fins lucrativos servicos diversos servico atividades organizacoes associativas outras atividades servicos centro amazonense,associacao privada entidades fins lucrativos servicos diversos servico atividades organizacoes associativas outras atividades servicos centro amazonense
6a3f8941e1ccd62198d0cf431c1362d652226b8fb4cdfe57d13092c53616c7fd,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro amazonense,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas centro amazonense
fa0bab288b07451f193e29b9ac9a40e80a6964b3d58c700430b0b5271b22971e,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas central potiguar,empresario individual outros comercio varejista comercio comercio varejista comercio reparacao veiculos automotores motocicletas central potiguar
